,id,registration_date,flag_internal,test_user,flag_on2
95,176500829,2015-02-04,0,0,0
96,86863139,2005-11-07,0,0,0
97,329880126,2018-06-20,0,0,0
98,173927609,2014-12-28,0,0,0
99,222245027,2016-07-22,0,0,0
100,571299344,2020-05-20,1,0,0
101,202699041,2016-01-07,0,0,0
102,214691144,2016-05-20,0,0,0
103,476409712,2019-10-03,0,0,0
104,92369499,2006-03-11,0,0,0
105,545676325,2020-04-13,0,0,0
106,59594717,2011-06-15,0,0,0
107,325269821,2020-08-26,0,0,0
108,56053238,2003-04-24,0,0,0
109,27363593,2010-04-28,0,0,0
110,86898669,2005-11-08,0,0,0
111,158878138,2014-05-15,0,0,0
112,523916436,2020-02-07,0,0,0
113,163444584,2014-07-28,0,0,0
114,78260113,2009-06-01,0,0,0
115,82888593,2005-07-20,0,0,0
116,163743452,2014-08-01,0,0,0
117,179921575,2015-03-25,0,0,0
118,592459396,2020-06-25,0,0,0
119,23982119,2010-02-17,0,0,0
120,35701188,2007-08-14,0,0,0
121,364700292,2018-10-18,0,0,0
122,5231928,2001-08-29,0,0,0
123,165371176,2014-08-25,0,0,0
124,250744090,2017-04-03,0,0,0
125,48512544,2008-04-19,0,0,0
126,193811682,2015-10-02,0,0,0
127,246448854,2017-03-10,0,0,0
128,274582016,2017-09-22,0,0,0
129,220824127,2016-07-11,0,0,0
130,273932530,2017-09-18,0,0,0
131,83798950,2005-08-08,0,0,0
132,76324488,2004-10-18,0,0,0
133,364677275,2018-10-18,0,0,0
134,21,2011-09-05,1,0,0
135,113640323,2012-05-22,0,0,0
136,79734718,2005-04-05,0,0,0
137,39144101,2007-09-17,0,0,0
138,43173080,2004-02-03,0,0,0
139,268049910,2017-08-10,0,0,0
140,384129053,2018-12-05,0,0,0
141,413417280,2019-03-05,0,0,0
142,468142056,2019-09-04,0,0,0
143,177620768,2015-02-20,0,0,0
144,9783526,2011-09-09,0,0,0
145,266778697,2017-08-01,0,0,0
146,138122078,2013-05-12,0,0,0
147,141649360,2013-07-08,0,0,0
148,52740810,2008-07-29,0,0,0
149,478654277,2019-10-10,0,0,0
150,20908304,2014-09-17,0,0,0
151,165407409,2014-08-26,0,0,0
152,296612703,2018-01-17,0,0,0
153,202114639,2015-12-30,0,0,0
154,184363217,2015-05-28,0,0,0
155,112806049,2012-09-27,0,0,0
156,449767965,2019-07-05,0,0,0
157,192535062,2015-09-15,0,0,0
158,211371201,2016-04-15,0,0,0
159,21949093,2010-01-06,0,0,0
160,33539030,2010-09-12,0,0,0
161,296926154,2018-01-18,0,0,0
162,288410703,2017-12-04,0,0,0
163,287487971,2017-11-29,0,0,0
164,298995768,2018-01-29,0,0,0
165,58487912,2000-12-14,0,0,0
166,193565020,2015-09-29,0,0,0
167,344632676,2018-08-10,0,0,0
168,191581334,2015-09-02,0,0,0
169,337411421,2018-07-17,0,0,0
170,79597030,2009-06-15,0,0,0
171,300195424,2018-02-04,0,0,0
172,50385420,2008-06-01,0,0,0
173,150779638,2013-12-12,0,0,0
174,133850214,2014-11-10,0,0,0
175,4084167,2007-02-01,0,0,0
176,212365137,2016-04-26,0,0,0
177,42540047,2007-12-08,0,0,0
178,297426633,2018-01-21,0,0,0
179,280432031,2017-10-27,0,0,0
180,87509546,2002-01-21,0,0,0
181,33760244,2003-11-22,0,0,0
182,61567599,2008-12-02,0,0,0
183,173205249,2014-12-16,0,0,0
184,168748019,2014-10-13,0,0,0
185,95821018,2009-12-10,0,0,0
186,227791908,2016-09-08,0,0,0
187,78195492,2005-01-24,0,0,0
188,31302362,2003-10-27,0,0,0
189,57106785,2008-10-13,0,0,0
190,167320463,2014-09-22,0,0,0
191,36191696,2007-08-27,0,0,0
192,165478438,2014-08-27,0,0,0
193,290325238,2017-12-13,0,0,0
194,239418911,2016-12-31,0,0,0
195,9198894,2002-04-29,0,0,0
196,1534239,2006-11-06,0,0,0
197,230707874,2016-10-07,0,0,0
198,142294581,2013-07-17,0,0,0
199,153149756,2014-01-29,0,0,0
200,207208959,2016-02-27,0,0,0
201,75504511,2009-05-05,0,0,0
202,430525195,2019-04-26,0,0,0
203,97366095,2006-08-15,0,0,0
204,60883211,2011-06-26,0,0,0
205,119647379,2012-08-17,0,0,0
206,211037446,2016-04-12,0,0,0
207,165149474,2014-08-22,0,0,0
208,178800244,2015-03-09,0,0,0
209,114080888,2012-05-30,0,0,0
210,304248120,2018-02-25,0,0,0
211,468113178,2019-09-04,0,0,0
212,49557327,2008-05-12,0,0,0
213,237667518,2016-12-13,0,0,0
214,268747640,2017-08-15,0,0,0
215,242139348,2017-01-26,0,0,0
216,333160841,2018-07-03,0,0,0
217,305454632,2018-03-02,0,0,0
218,92705595,2006-03-29,0,0,0
219,184600505,2015-06-01,0,0,0
220,103177871,2012-02-18,0,0,0
221,324822032,2018-05-29,0,0,0
222,29924583,2010-06-24,0,0,0
223,204228988,2016-01-25,0,0,0
224,325889041,2018-06-04,0,0,0
225,197923537,2015-11-10,0,0,0
226,425451885,2019-04-09,0,0,0
227,349386179,2018-08-27,0,0,0
228,65756538,2011-08-03,0,0,0
229,331978992,2018-06-29,0,0,0
230,628992656,2020-08-20,0,0,0
231,130085454,2012-12-07,0,0,0
232,31875925,2010-08-07,0,0,0
233,268578266,2017-08-14,0,0,0
234,326446206,2018-06-06,0,0,0
235,147896428,2013-10-22,0,0,0
236,262917809,2017-07-03,1,0,0
237,217009773,2016-06-13,0,0,0
238,318549638,2018-05-02,0,0,0
239,21540824,2003-04-28,0,0,0
240,215958815,2016-06-01,0,0,0
241,79920625,2005-04-17,0,0,0
242,301911957,2018-02-13,0,0,0
243,260915731,2017-06-16,0,0,0
244,186816621,2015-07-02,0,0,0
245,309657858,2018-03-22,0,0,0
246,221818866,2016-07-19,0,0,0
247,291403097,2017-12-19,0,0,0
248,94475129,2006-05-31,0,0,0
249,256324891,2017-05-12,0,0,0
250,105657905,2012-03-15,0,0,0
251,359138600,2018-10-01,0,0,0
252,25679280,2010-03-25,0,0,0
253,264107307,2017-07-12,0,0,0
254,64844905,2011-07-25,0,0,0
255,83410181,2009-08-10,0,0,0
256,442421077,2019-06-07,0,0,0
257,197636236,2015-11-09,0,0,0
258,264700065,2017-07-17,0,0,0
259,312080847,2018-04-03,0,0,0
260,287279046,2017-11-28,0,0,0
261,269071729,2017-08-17,0,0,0
262,52197084,2008-07-17,0,0,0
263,110637348,2012-04-26,0,0,0
264,97450008,2006-08-17,0,0,0
265,380249230,2018-11-23,0,0,0
266,491003568,2019-11-19,1,0,0
267,403616430,2019-02-12,0,0,0
268,517060565,2020-01-21,0,0,0
269,175407293,2015-01-20,0,0,0
270,186585541,2015-06-29,0,0,0
271,296167982,2018-01-15,0,0,0
272,308199645,2018-03-15,0,0,0
273,147524015,2013-10-15,0,0,0
274,103085116,2012-02-17,0,0,0
275,154550560,2014-02-24,0,0,0
276,193811032,2015-10-02,0,0,0
277,109202431,2012-04-13,0,0,0
278,241892749,2017-01-24,0,0,0
279,97617199,2006-08-24,0,0,0
280,22650476,2010-01-19,0,0,0
281,376067124,2018-11-08,0,0,0
282,207319815,2016-02-29,0,0,0
283,276863624,2017-10-05,0,0,0
284,125291116,2012-09-26,0,0,0
285,182637962,2015-05-05,0,0,0
286,445777160,2019-06-20,0,0,0
287,204927454,2016-02-02,0,0,0
288,184716394,2015-06-02,0,0,0
289,372757449,2018-10-30,0,0,0
290,316379543,2018-04-22,0,0,0
291,182674325,2015-05-05,0,0,0
292,323263684,2018-05-21,0,0,0
293,161451213,2014-06-25,0,0,0
294,246763790,2017-03-13,0,0,0
295,284451178,2017-11-15,0,0,0
296,221652407,2016-07-18,0,0,0
297,198055183,2015-11-11,0,0,0
298,221829613,2016-07-19,0,0,0
299,91607514,2006-02-13,0,0,0
300,288102276,2017-12-02,0,0,0
301,169222394,2014-10-20,0,0,0
302,56890877,2011-05-28,0,0,0
303,69628249,2009-03-24,0,0,0
304,71293068,2011-10-06,0,0,0
305,135949871,2013-04-02,0,0,0
306,183589944,2015-05-18,0,0,0
307,403414994,2019-02-11,0,0,0
308,41725574,2011-01-18,0,0,0
309,179432356,2015-03-18,0,0,0
310,155290426,2014-03-10,0,0,0
311,54511873,2011-05-09,0,0,0
312,185147827,2015-06-08,0,0,0
313,209683811,2016-03-27,0,0,0
314,175405087,2015-01-20,0,0,0
315,104274595,2012-03-01,0,0,0
316,180712434,2015-04-07,0,0,0
317,521650984,2020-02-02,0,0,0
318,158181548,2014-05-03,0,0,0
319,6337725,2000-11-21,0,0,0
320,432151005,2019-05-02,0,0,0
321,333078547,2018-07-03,0,0,0
322,174978062,2015-01-14,0,0,0
323,323769440,2018-05-23,0,0,0
324,119111153,2012-08-09,0,0,0
325,185641351,2015-06-15,0,0,0
326,80467562,2005-05-06,0,0,0
327,84674807,2005-09-15,0,0,0
328,114078743,2012-05-30,0,0,0
329,263002799,2017-07-04,1,0,0
330,462103880,2019-08-16,0,0,0
331,5706387,2007-02-27,0,0,0
332,269653002,2017-08-21,0,0,0
333,141553848,2013-07-06,0,0,0
334,379670504,2018-11-21,0,0,0
335,97277934,2006-08-11,0,0,0
336,164634027,2014-08-14,0,0,0
337,364180754,2018-10-17,0,0,0
338,50738385,2008-06-11,0,0,0
339,537991631,2020-03-20,1,0,0
340,271536585,2017-09-02,0,0,0
341,234648168,2016-11-15,0,0,0
342,160157467,2014-06-03,0,0,0
343,205452241,2016-02-08,0,0,0
344,255162860,2017-05-04,0,0,0
345,159327212,2014-05-22,0,0,0
346,272418211,2017-09-08,0,0,0
347,403595735,2019-02-12,0,0,0
348,149418753,2013-11-18,0,0,0
349,64197536,2004-05-06,0,0,0
350,306400778,2018-03-07,0,0,0
351,525187594,2020-02-10,0,0,0
352,140152798,2013-06-12,0,0,0
353,265703572,2017-07-25,0,0,0
354,288753228,2017-12-05,0,0,0
355,198948050,2015-11-23,0,0,0
356,322483307,2018-05-18,0,0,0
357,451072553,2019-07-10,0,0,0
358,351147984,2018-09-03,0,0,0
359,589265334,2020-06-23,0,0,0
360,153173153,2014-01-29,0,0,0
361,153157603,2014-01-29,0,0,0
362,325281708,2018-05-31,0,0,0
363,191868765,2015-09-06,0,0,0
364,77712574,2004-12-21,0,0,0
365,47574213,2008-03-28,0,0,0
366,85123269,2009-09-06,0,0,0
367,42817061,2011-01-21,0,0,0
368,91152082,2009-10-28,0,0,0
369,336971382,2018-07-15,0,0,0
370,203351951,2016-01-14,0,0,0
371,99683904,2010-09-18,0,0,0
372,166534555,2014-09-11,0,0,0
373,275281502,2017-09-26,0,0,0
374,99627719,2010-08-26,0,0,0
375,261827842,2017-06-24,0,0,0
376,58681209,2002-11-19,0,0,0
377,33749295,2007-07-25,0,0,0
378,44237950,2004-02-13,0,0,0
379,247755389,2017-03-20,0,0,0
380,156936525,2014-04-09,0,0,0
381,327665671,2018-06-12,0,0,0
382,422785647,2019-04-03,0,0,0
383,9293451,2002-05-06,0,0,0
384,186856246,2015-07-02,0,0,0
385,261213087,2017-06-19,0,0,0
386,179897963,2020-03-25,0,0,0
387,151341993,2013-12-23,0,0,0
388,178038141,2015-02-26,0,0,0
389,548687605,2020-04-17,0,0,0
390,130044493,2012-12-06,0,0,0
391,276871765,2017-10-05,0,0,0
392,190512356,2015-08-19,0,0,0
393,176415656,2015-02-03,0,0,0
394,170842887,2014-11-13,1,0,0
395,103996392,2012-02-27,0,0,0
396,179974900,2015-03-26,0,0,0
397,176837259,2015-02-09,0,0,0
398,171910422,2014-11-28,0,0,0
399,232101992,2016-10-21,0,0,0
400,308108859,2018-03-15,0,0,0
401,538874580,2020-03-24,0,0,0
402,222568987,2016-07-25,0,0,0
403,30446680,2010-07-07,0,0,0
404,117909625,2012-07-23,0,0,0
405,445151145,2019-06-18,0,0,0
406,23976985,2010-02-17,0,0,0
407,333167367,2018-07-03,0,0,0
408,117514307,2012-07-20,0,0,0
409,471534378,2019-09-16,0,0,0
410,247752781,2017-03-20,0,0,0
411,262421202,2017-06-29,0,0,0
412,159597917,2014-05-26,0,0,0
413,195821386,2015-10-28,0,0,0
414,420058747,2019-03-26,0,0,0
415,86756377,2009-10-03,0,0,0
416,278992390,2017-10-18,0,0,0
417,129964172,2012-12-05,0,0,0
418,182737665,2015-05-06,0,0,0
419,177799372,2015-02-23,0,0,0
420,328342008,2018-06-14,0,0,0
421,76356569,2004-10-18,0,0,0
422,156850957,2014-04-08,0,0,0
423,307719726,2018-03-13,0,0,0
424,419156489,2019-03-22,0,0,0
425,43065050,2007-12-20,0,0,0
426,167267262,2014-09-22,0,0,0
427,147698003,2013-10-18,0,0,0
428,131036847,2012-12-27,0,0,0
429,186331678,2015-06-25,0,0,0
430,243556109,2017-02-09,0,0,0
431,231275258,2016-10-13,0,0,0
432,45439707,2011-02-03,0,0,0
433,349236854,2018-08-27,0,0,0
434,281990345,2017-11-06,0,0,0
435,193072463,2015-09-22,0,0,0
436,337084459,2018-07-16,0,0,0
437,186172525,2015-06-23,0,0,0
438,44777951,2008-02-14,0,0,0
439,255044245,2017-05-03,0,0,0
440,26942793,2010-04-19,0,0,0
441,457488,2000-07-24,0,0,0
442,182106611,2015-04-27,0,0,0
443,151448853,2013-12-26,0,0,0
444,34324332,2010-09-29,0,0,0
445,71770774,2004-07-10,0,0,0
446,12709614,2011-12-06,0,0,0
447,20020278,2007-06-29,0,0,0
448,548570624,2020-04-17,0,0,0
449,177523136,2015-02-19,0,0,0
450,76438896,2009-05-14,0,0,0
451,126730872,2012-10-07,0,0,0
452,234383055,2018-07-30,0,0,0
453,208845440,2016-03-17,0,0,0
454,263061571,2017-07-04,0,0,0
455,435163103,2019-05-11,0,0,0
456,20716567,2014-10-01,0,0,0
457,205130068,2016-02-04,0,0,0
458,197119647,2016-01-06,0,0,0
459,528810512,2020-02-19,0,0,0
460,78424437,2009-06-04,0,0,0
461,108103696,2012-04-02,0,0,0
462,195084165,2015-10-20,0,0,0
463,220219000,2016-07-05,0,0,0
464,13913943,2007-04-12,0,0,0
465,264806187,2017-07-18,0,0,0
466,252890020,2017-04-19,0,0,0
467,262460833,2017-06-29,0,0,0
468,95669754,2006-06-20,0,0,0
469,107759491,2015-02-04,0,0,0
470,395598072,2019-01-16,0,0,0
471,183830593,2015-05-21,0,0,0
472,89679115,2005-12-03,0,0,0
473,56473438,2008-10-02,0,0,0
474,327456760,2018-06-11,0,0,0
475,252363353,2017-04-18,0,0,0
476,207377216,2016-02-29,0,0,0
477,171336371,2014-11-20,0,0,0
478,418150521,2019-03-19,1,0,0
479,331185727,2018-06-26,0,0,0
480,145973594,2013-09-18,0,0,0
481,213515564,2016-05-09,0,0,0
482,64346968,2011-07-19,0,0,0
483,49449291,2008-05-13,0,0,0
484,15077238,2007-04-09,0,0,0
485,325404844,2018-06-01,0,0,0
486,177463276,2015-02-18,0,0,0
487,452936648,2019-07-17,0,0,0
488,499452345,2019-12-11,0,0,0
489,226257586,2016-08-24,0,0,0
490,380971878,2018-11-26,0,0,0
491,10515604,2002-07-25,0,0,0
492,25651196,2003-07-23,0,0,0
493,298574135,2018-01-26,0,0,0
494,42295582,2007-11-30,0,0,0
495,515171166,2020-01-16,0,0,0
496,567296723,2020-05-12,1,0,0
497,89597896,2005-11-28,0,0,0
498,362640731,2018-10-12,0,0,0
499,178333032,2015-03-02,0,0,0
500,177069853,2015-02-12,0,0,0
501,210369877,2016-04-04,0,0,0
502,172339964,2014-12-04,0,0,0
503,5793051,2007-02-22,0,0,0
504,456398115,2019-07-29,0,0,0
505,17804052,2012-01-08,0,0,0
506,537793814,2020-03-19,0,0,0
507,453972747,2019-07-21,0,0,0
508,162969340,2014-07-21,0,0,0
509,175405198,2016-03-23,0,0,0
510,166788790,2014-09-15,0,0,0
511,490730263,2019-11-18,0,0,0
512,245125447,2017-02-24,0,0,0
513,189841485,2015-08-10,0,0,0
514,501917569,2019-12-17,0,0,0
515,32229613,2010-08-15,0,0,0
516,153438434,2014-02-03,0,0,0
517,204850498,2016-02-01,0,0,0
518,128777953,2012-11-13,0,0,0
519,182807954,2015-05-07,0,0,0
520,204986819,2016-02-02,0,0,0
521,140714356,2013-06-22,0,0,0
522,357886767,2018-09-26,0,0,0
523,382145693,2018-11-29,0,0,0
524,380248366,2018-11-23,0,0,0
525,105758931,2012-03-16,0,0,0
526,47489448,2008-03-25,0,0,0
527,235746114,2016-11-25,0,0,0
528,304410345,2018-02-26,0,0,0
529,174763965,2015-01-11,0,0,0
530,184351454,2015-05-28,0,0,0
531,86214527,2005-10-09,0,0,0
532,84331371,2005-08-26,0,0,0
533,75914864,2004-09-20,0,0,0
534,269732374,2017-08-21,0,0,0
535,93364040,2009-11-13,0,0,0
536,172352015,2014-12-04,0,0,0
537,567286893,2020-05-12,1,0,0
538,26658901,2010-04-14,0,0,0
539,184928169,2015-06-05,0,0,0
540,246340498,2017-03-09,0,0,0
541,60825934,2008-11-14,0,0,0
542,3727721,2007-01-22,0,0,0
543,430278440,2019-04-25,0,0,0
544,133487942,2013-02-14,0,0,0
545,13869180,2007-04-16,0,0,0
546,227596415,2016-09-06,0,0,0
547,183079355,2015-05-11,0,0,0
548,102476830,2012-02-10,0,0,0
549,203808163,2016-01-20,0,0,0
550,190555485,2015-08-19,0,0,0
551,21094736,2003-04-18,0,0,0
552,247752249,2017-03-20,0,0,0
553,156509544,2014-04-02,0,0,0
554,127969577,2012-10-29,0,0,0
555,308123574,2018-03-15,0,0,0
556,329585922,2018-06-19,0,0,0
557,141359664,2013-07-03,0,0,0
558,176910404,2015-02-10,0,0,0
559,183325483,2015-05-14,0,0,0
560,150263290,2013-12-03,0,0,0
561,69236079,2011-09-12,0,0,0
562,327571036,2018-06-11,0,0,0
563,218637181,2016-06-24,0,0,0
564,379733196,2018-11-21,0,0,0
565,298129505,2018-01-24,0,0,0
566,73018043,2004-07-22,0,0,0
567,7030294,2001-10-07,0,0,0
568,171551940,2014-11-23,0,0,0
569,158498831,2014-05-08,0,0,0
570,313575722,2018-04-09,0,0,0
571,233809206,2016-11-07,0,0,0
572,88085161,2001-08-25,0,0,0
573,235903004,2016-11-26,0,0,0
574,11944024,2011-11-30,0,0,0
575,168512152,2014-10-09,0,0,0
576,262405872,2017-06-29,0,0,0
577,459208892,2019-08-07,0,0,0
578,337950652,2018-07-19,0,0,0
579,247750091,2017-03-20,0,0,0
580,101189425,2012-01-27,0,0,0
581,164724878,2014-08-16,0,0,0
582,1938087,2006-11-21,0,0,0
583,86472033,2005-10-23,0,0,0
584,143529592,2013-08-06,0,0,0
585,97344296,2006-08-12,0,0,0
586,143920475,2013-08-13,0,0,0
587,474761351,2019-09-27,0,0,0
588,153842583,2014-02-11,0,0,0
589,423175398,2019-04-04,0,0,0
590,189446411,2015-08-05,0,0,0
591,154895648,2014-03-03,0,0,0
592,188863956,2015-07-28,0,0,0
593,183034152,2016-03-28,0,0,0
594,109464835,2012-04-16,0,0,0
595,361215219,2018-10-08,0,0,0
596,183134623,2015-05-12,0,0,0
597,81775468,2005-06-20,0,0,0
598,76350280,2004-10-19,0,0,0
599,264053367,2017-07-12,0,0,0
600,79755861,2005-04-06,0,0,0
601,455645604,2019-07-26,0,0,0
602,43525969,2004-02-06,0,0,0
603,114138900,2012-05-31,0,0,0
604,305319118,2018-03-02,0,0,0
605,308192382,2018-03-15,0,0,0
606,140337295,2013-06-15,0,0,0
607,526287996,2020-02-12,0,0,0
608,567278971,2020-05-12,1,0,0
609,257792431,2017-05-24,0,0,0
610,320887843,2018-05-11,0,0,0
611,230467891,2016-10-05,0,0,0
612,427454080,2019-04-16,0,0,0
613,132453365,2013-01-25,0,0,0
614,212388881,2016-04-26,0,0,0
615,22,2011-09-05,1,0,0
616,273674771,2017-09-16,0,0,0
617,86209942,2005-10-10,0,0,0
618,137458107,2013-04-30,0,0,0
619,280888581,2017-10-30,0,0,0
620,72129964,2012-07-26,0,0,0
621,127787445,2012-10-25,0,0,0
622,337950991,2018-07-19,0,0,0
623,326711819,2018-06-07,0,0,0
624,35233042,2010-10-15,0,0,0
625,175794524,2015-01-25,0,0,0
626,243496754,2017-02-08,0,0,0
627,579606770,2020-06-04,0,0,0
628,259704724,2017-06-07,0,0,0
629,28381455,2010-05-19,0,0,0
630,559259081,2020-05-03,0,0,0
631,123905364,2012-09-19,0,0,0
632,182235182,2015-04-29,0,0,0
633,351117905,2018-09-03,0,0,0
634,201269190,2015-12-18,0,0,0
635,523930266,2020-02-07,0,0,0
636,635345120,2020-08-28,0,0,0
637,43769535,2008-01-14,0,0,0
638,299646289,2018-02-01,0,0,0
639,222386588,2016-07-23,0,0,0
640,455480651,2019-07-26,0,0,0
641,661610239,2020-10-21,1,0,0
642,59744779,2011-06-16,0,0,0
643,329917757,2018-06-20,0,0,0
644,540864108,2020-03-31,0,0,0
645,182481568,2015-05-02,0,0,0
646,5329553,2001-09-09,0,0,0
647,449178954,2019-07-03,0,0,0
648,253784271,2017-04-25,0,0,0
649,65368558,2011-07-30,0,0,0
650,535252227,2020-03-11,0,0,0
651,67063016,2011-08-16,0,0,0
652,52753710,2008-07-30,0,0,0
653,515257794,2020-01-16,0,0,0
654,127034822,2012-10-12,0,0,0
655,472863564,2019-09-20,0,0,0
656,4540959,2011-12-12,0,0,0
657,176035007,2015-01-28,0,0,0
658,13180369,2011-12-09,0,0,0
659,251433165,2017-04-09,0,0,0
660,182248570,2015-04-29,0,0,0
661,338946089,2018-07-22,0,0,0
662,392018951,2019-01-04,0,0,0
663,159064288,2014-05-18,0,0,0
664,86165774,2005-10-05,0,0,0
665,306673142,2018-03-08,0,0,0
666,175428814,2015-01-20,1,0,0
667,200186665,2015-12-04,0,0,0
668,162381461,2014-07-11,0,0,0
669,175001318,2015-01-14,0,0,0
670,222650561,2016-07-26,0,0,0
671,99060204,2011-11-19,0,0,0
672,216258951,2016-06-04,0,0,0
673,171382383,2014-11-21,0,0,0
674,274436245,2017-10-15,0,0,0
675,106164409,2012-03-19,0,0,0
676,182965346,2015-05-09,0,0,0
677,11736230,2002-09-23,0,0,0
678,380223727,2018-11-23,0,0,0
679,14648404,2011-12-17,0,0,0
680,153769886,2014-02-09,0,0,0
681,80636092,2009-07-02,0,0,0
682,246864288,2017-03-14,0,0,0
683,360428423,2018-10-05,0,0,0
684,64745760,2004-05-10,0,0,0
685,49305554,2008-05-08,0,0,0
686,224201691,2016-08-07,0,0,0
687,341951842,2018-08-02,0,0,0
688,150250097,2013-12-03,0,0,0
689,177106824,2015-02-12,0,0,0
690,489046061,2019-11-13,1,0,0
691,172301346,2014-12-03,0,0,0
692,262164661,2017-06-27,0,0,0
693,85769476,2009-09-21,0,0,0
694,52855548,2011-04-25,0,0,0
695,148689423,2013-11-05,0,0,0
696,155280013,2014-03-10,0,0,0
697,103238304,2012-02-19,0,0,0
698,73146931,2004-07-23,0,0,0
699,261212138,2017-06-19,0,0,0
700,175850089,2015-01-26,0,0,0
701,450973648,2019-07-10,0,0,0
702,229594156,2016-09-26,0,0,0
703,186134338,2015-06-22,0,0,0
704,48688641,2011-03-16,0,0,0
705,108891093,2012-04-10,0,0,0
706,111229172,2012-05-28,0,0,0
707,163476229,2014-07-28,0,0,0
708,86798597,2005-11-02,0,0,0
709,396793706,2019-01-19,0,0,0
710,24098680,2003-06-24,0,0,0
711,386573676,2018-12-13,0,0,0
712,161497576,2014-06-26,0,0,0
713,315136368,2018-04-17,0,0,0
714,166605575,2014-09-12,0,0,0
715,7788068,2010-08-30,0,0,0
716,270843000,2017-08-29,0,0,0
717,202498477,2016-01-05,0,0,0
718,312709911,2018-04-05,0,0,0
719,138599388,2013-05-19,0,0,0
720,304459049,2018-02-26,0,0,0
721,193612220,2015-09-29,0,0,0
722,43345524,2008-01-02,0,0,0
723,212974608,2016-05-03,0,0,0
724,38992065,2007-09-15,0,0,0
725,33774362,2010-09-17,0,0,0
726,199951786,2015-12-02,0,0,0
727,84224086,2009-08-24,0,0,0
728,221747504,2016-07-18,0,0,0
729,9414225,2002-05-14,0,0,0
730,251026463,2017-04-05,0,0,0
731,157587727,2014-04-22,0,0,0
732,226500948,2016-08-26,0,0,0
733,40430900,2004-01-13,0,0,0
