"CUS_CUST_ID","sit_site_id","cus_nickname","flag_on","flag_ca","flag_mia","flag_up","flag_trusted_seller","flag_gmv_high","flag_gmv_low","flag_tpv_high","flag_tpv_low","flag_repu_ml","flag_repu_glg","flag_repu_yor","active_0_30","active_31_90","active_91_180","active_181_365","inactive","last_transaction","tpv_approved","gmv_not_refund","count_orders","cashout","gmv_claims_seller","count_claims_seller"
"163114789","MLM   ","THE-BABY-SHOP","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","170183.0966","268075.45","6289","1025.78","29026.81","417"
"96383161","MLA   ","AMOBLAMIENTOS_EL_PARAISO","1","0","0","1","1","0","1","0","1","0","0","1","1","0","0","0","0","2021-03-09","3481.8666","3607.55","14","0.00","0.00","0"
"266959224","MLB   ","BEST-NEW","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","149156.6415","209424.05","4614","808.67","10852.39","216"
"157060076","MLA   ","LAURAAUDISIOOUTLET.COM","1","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","2021-02-26","336.8822","12.50","1","0.00","0.00","0"
"150791514","MLB   ","TAB_MANIA","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","175794.0663","224629.03","5611","1562.40","15169.91","324"
"270669029","MLM   ","PAPELUCHE-EXPRESS","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","36346.2484","123372.52","11826","376.19","2024.44","136"
"50058498","MLB   ","SMART CELL.LTDA","1","1","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","541206.4687","597249.45","1772","33.15","109367.44","264"
"106165926","MLA   ","DACARHOGAR","1","1","1","1","1","0","1","1","0","1","0","0","1","0","0","0","0","2021-03-21","37684.4125","32292.93","179","0.00","326.07","6"
"56979190","MLC   ","MUNDO-AMENO","1","1","0","1","1","0","1","0","1","1","0","0","1","0","0","0","0","2021-03-21","5418.4127","15494.03","879","0.00","569.33","29"
"261278739","MLM   ","THESPORTSMAFIA MX","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","156679.3389","259405.06","5909","1125.40","23530.26","424"
"27281238","MLB   ","HELALMOTOPEÇAS","1","0","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","55928.0432","67475.82","774","111.31","5006.67","57"
"261630957","MLM   ","","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0.0000","0.00","0","0.00","0.00","0"
"161472600","MLB   ","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0.0000","0.00","0","0.00","0.00","0"
"308726247","MLB   ","PE MANIA","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","39196.7841","70726.80","5901","180.69","5227.38","397"
"399712329","MLM   ","TIENDA__OFICIAL","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","1725807.5825","2358584.46","17195","41982.41","249538.18","1343"
"29530363","MLB   ","JAPA PECAS","1","1","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","254153.9690","353447.93","7077","1207.99","42670.40","698"
"131798113","MLB   ","L7 MOTOS_","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","93797.8333","125905.00","3380","522.69","27054.52","455"
"422324146","MLM   ","OSORIOMONTIELMARIAFERNANDA","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2020-07-21","0.0000","0.00","0","0.00","0.00","0"
"260821090","MLM   ","GGLITCHCOMMX","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2020-04-10","0.0000","0.00","0","0.00","0.00","0"
"29563319","MLA   ","MERCADOMUEBLES","1","1","1","1","1","0","1","1","0","1","0","0","1","0","0","0","0","2021-03-21","79524.2509","75360.06","400","0.00","3483.68","23"
"156442808","MLB   ","POLO VOKER","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","73233.2364","112781.37","3473","677.27","9136.89","207"
"84759913","MCO   ","TECNOMAG COLOMBIA","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","2020-05-06","0.0000","0.00","0","0.00","0.00","0"
"56635304","MLB   ","RYTHMOON","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","143562.4677","171902.00","8518","496.88","9114.37","365"
"101301323","MLM   ","GLAVENUS","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","2020-11-03","0.0000","0.00","0","0.00","0.00","0"
"459842002","MLB   ","AZ GOODS","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","231729.1731","274620.93","15840","584.52","5951.32","343"
"206216344","MLM   ","2ROCKET","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","50704.7752","74330.78","1175","1074.88","5719.29","65"
"199573243","MLB   ","EMPORIO MAXXI","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","51508.4317","74035.12","3679","507.98","4905.67","191"
"762700","MLM   ","24X7_ONLINE","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","128528.9949","471924.16","58915","7717.17","23875.69","2203"
"164975282","MLB   ","WILLIAN GABRIELSS","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2021-01-24","0.0000","0.00","0","0.00","0.00","0"
"76256765","MLA   ","ARMYTECH","1","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","2021-03-21","395214.2597","0.00","0","0.00","0.00","0"
"565671101","MLM   ","IKURA MX","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","278953.8234","498536.50","14557","2417.45","31836.44","796"
"443970373","MLB   ","TRUST WEB","1","1","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-11","274541.2529","325396.02","1122","2019.98","21317.15","68"
"176458609","MLA   ","PURASTORE","1","1","1","1","1","0","1","1","0","1","0","0","1","0","0","0","0","2021-03-21","66025.0049","65313.02","568","211.47","2322.38","19"
"695294271","MLC   ","","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2021-03-22","147595.7458","0.00","0","0.00","0.00","0"
"200618226","MLB   ","IVEPARTS DISTRIBUIDORA","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","142352.9734","232251.03","7031","890.11","16377.11","367"
"36183763","MCO   ","MAXFELSAN","1","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","2021-02-11","42.2427","190.02","14","0.00","34.84","2"
"175802218","MLB   ","SAMA6585361","1","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","2021-03-20","1449.9970","1732.70","11","0.00","0.00","0"
"224563919","MLB   ","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0.0000","0.00","0","0.00","0.00","0"
"327795275","MLM   ","MXTELEONLINE","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2020-06-16","0.0000","0.00","0","0.00","0.00","0"
"27067440","MLM   ","VINILO314","1","1","1","1","1","0","1","1","0","1","0","0","1","0","0","0","0","2021-03-21","20450.9016","34693.54","1204","97.75","1044.19","42"
"305204481","MLM   ","VETS 2021","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","175895.1882","220865.79","4909","625.23","10585.46","202"
"94318681","MLB   ","GISIELEVIEIRA","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2020-08-27","0.0000","0.00","0","0.00","0.00","0"
"208082408","MLB   ","MUSTANG.SHOP1","1","0","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","52186.2750","62064.01","11882","1198.09","5552.84","983"
"210534601","MLB   ","","0","1","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","2021-03-21","140626.8612","0.00","0","0.00","0.00","0"
"153145739","MLB   ","","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0.0000","0.00","0","0.00","0.00","0"
"38721499","MLB   ","OLFATIVE_STORE","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","191706.5535","304312.71","22636","564.11","11472.91","598"
"86792417","MLM   ","C.R.BLANCO","1","1","1","0","1","0","1","1","0","1","0","0","1","0","0","0","0","2021-03-21","28880.8852","41246.35","244","279.34","2056.19","13"
"185876509","MLC   ","DIMARSALTDA","1","1","0","0","1","1","0","0","1","0","0","1","1","0","0","0","0","2021-03-21","36244.8000","85711.87","1974","268.23","10018.33","191"
"200995886","MLB   ","BOMBACHINI.JETCROSS","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","82048.0454","118075.85","5749","467.08","10512.61","356"
"282732529","MLM   ","ARBOLDLAVIDA","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","99301.8265","203871.10","8393","1001.95","22472.05","768"
"538724187","MLM   ","DISTELNUEVOFAROSADECV","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","84700.2530","214132.15","16162","835.30","9992.10","647"
"176500829","MLA   ","CUARTITO AZUL","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2020-06-28","0.0000","0.00","0","0.00","0.00","0"
"86863139","MLM   ","GRYC","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","88385.4959","192357.21","4681","747.21","6473.47","129"
"329880126","MLM   ","FARMACIA OTC","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","211504.7584","461444.93","22730","949.81","8972.16","364"
"173927609","MLB   ","MBUTILIDADES","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","70531.4876","98146.56","9636","602.05","7802.95","593"
"222245027","MLA   ","TIENDAOFICIALARGENTINA","1","1","1","1","1","0","1","1","0","0","0","1","1","0","0","0","0","2021-03-21","21195.3859","21993.17","267","5.23","1479.18","19"
"571299344","MLB   ","","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2021-03-22","373306.0948","0.00","0","0.00","0.00","0"
"202699041","MLB   ","MIX ELETONICOS","1","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","2020-12-30","30.8036","30.80","1","0.00","0.00","0"
"214691144","MLB   ","","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2021-03-09","0.0000","0.00","0","0.00","0.00","0"
"476409712","MLB   ","SAMA1870972","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2021-01-20","0.0000","0.00","0","0.00","0.00","0"
"92369499","MLB   ","GOLDEN ELETRONICOS.","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","95470.5193","128907.58","6769","526.02","13147.47","595"
"545676325","MLM   ","NY4100439","1","1","1","0","1","0","1","0","1","0","1","0","1","0","0","0","0","2021-03-21","339.4356","2428.82","314","34.54","59.22","5"
"59594717","MLB   ","TOTAL MOBILE","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","249317.5884","351718.15","25003","1498.75","14855.06","1158"
"325269821","MLM   ","HENCOGLOBALSADECV","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2021-01-23","0.0000","0.00","0","0.00","0.00","0"
"56053238","MLC   ","EKIPOFERTAS","1","1","0","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","101421.3626","247365.31","10276","324.50","19368.60","456"
"27363593","MLB   ","MIABRLINGERIE","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","107292.5503","206515.11","20038","655.46","15425.08","1278"
"86898669","MLA   ","","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2020-06-16","0.0000","0.00","0","0.00","0.00","0"
"158878138","MLA   ","JUANA_DE_ARCO.NET","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2021-02-26","188.0223","0.00","0","0.00","0.00","0"
"523916436","MLM   ","APANTALLATEMX","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","298898.3744","406402.06","3711","5781.55","67785.42","311"
"163444584","MLA   ","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0.0000","0.00","0","0.00","0.00","0"
"78260113","MLB   ","DOUGLAS_JRD","1","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","46699.2636","41487.69","1665","73.81","3154.95","107"
"82888593","MLB   ","NEWSERVICE-VENDAS","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","54768.2257","61863.84","340","4.78","10898.84","37"
"163743452","MLB   ","ANABELYCOMVC","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","67590.8240","103506.47","2856","121.82","4117.78","97"
"179921575","MLB   ","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0.0000","0.00","0","0.00","0.00","0"
"592459396","MLM   ","KIDOSMX","1","1","1","0","1","0","1","0","1","1","0","0","1","0","0","0","0","2021-03-21","5734.7593","10030.14","332","36.33","204.97","7"
"23982119","MLM   ","ARTHORSTOY","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","28550.9936","73996.68","5899","857.28","4669.61","319"
"35701188","MLB   ","RUSSOART PRODUTOS","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","67083.5817","89164.72","4407","383.39","5703.83","228"
"364700292","MLB   ","BESTONLINE.COM.BR","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","168707.7321","238780.15","2844","1468.19","20311.32","206"
"5231928","MLB   ","ISO1000 E-COMMERCE","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","159401.2504","236027.53","784","132.59","14301.95","33"
"165371176","MLB   ","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0.0000","0.00","0","0.00","0.00","0"
"250744090","MLB   ","RSA COMÉRCIO","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","114241.2137","160472.68","5297","471.57","4066.90","128"
"48512544","MLA   ","VIELSACHEN","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","132699.4060","160704.54","3028","608.58","7390.40","104"
"193811682","MLB   ","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0.0000","0.00","0","0.00","0.00","0"
"246448854","MLM   ","RAYMONDVDZMDZ","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","85664.7809","119613.39","8088","480.35","4890.22","302"
"274582016","MLB   ","ANHANGUERAFERRAMENTAS","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","430285.6806","620256.08","13356","1023.15","45568.55","570"
"220824127","MLB   ","DUBAI PARTS","1","1","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","195511.5080","257152.28","4924","620.17","58800.14","517"
"273932530","MLB   ","AUTO MAGAZINE","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","64429.0752","84674.88","7565","354.27","11437.56","755"
"83798950","MLU   ","UNIVERSO BINARIO","1","1","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","121980.4802","127988.27","3115","290.79","13283.97","190"
"76324488","MLB   ","NEXTTIME OFICIAL","1","0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","0","2021-03-21","12567.7317","14218.38","229","47.57","907.11","13"
"364677275","MLB   ","FRANTORRES01","1","0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","0","2021-03-22","15148.7392","24944.97","948","72.65","2323.94","75"
"21","MLB   ","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0.0000","0.00","0","0.00","0.00","0"
"113640323","MLM   ","REFYACCVOLKS","1","1","1","0","1","0","1","0","1","1","0","0","1","0","0","0","0","2021-03-16","5959.8876","9113.05","337","150.69","872.63","18"
"79734718","MLA   ","ALTADATA","1","0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","0","2021-03-21","8021.3783","8399.43","736","47.94","804.25","49"
"39144101","MLA   ","BIDCOM","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","4122703.5508","3907956.31","30599","9035.59","256582.78","1638"
"43173080","MLB   ","AUTO-G","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","96555.4201","129238.13","1329","75.33","15952.25","117"
"268049910","MLM   ","FACILIDADMX","1","1","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","2020-09-29","0.0000","0.00","0","0.00","0.00","0"
"384129053","MLM   ","COIMPRIT SANALEJANDRO","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","152215.8697","226309.04","2255","1710.81","15053.42","135"
"413417280","MLM   ","EHS SHOPS","1","1","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","436241.9290","636497.74","9480","3295.43","48080.61","674"
"468142056","MLB   ","GENUÍNA","1","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","46087.1394","74641.23","3439","74.45","4257.20","207"
"177620768","MLM   ","UNIMED_MONTERREY","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","48073.2734","93150.36","2439","190.61","6449.23","157"
"9783526","MLB   ","ANNINOX","1","0","1","0","1","0","1","0","1","0","0","1","1","0","0","0","0","2021-03-21","3960.0754","7067.29","560","0.00","600.77","33"
"266778697","MLM   ","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0.0000","0.00","0","0.00","0.00","0"
"138122078","MLB   ","DEONISIOJOSEMORCH","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","122975.1120","204161.72","17760","949.25","10694.72","594"
"141649360","MLB   ","SOUMAISPREÇO","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","197373.4677","299831.47","22665","1225.63","30537.94","2276"
"52740810","MLC   ","PCIMPORT TECHNOLOGY","1","1","0","1","1","1","0","0","1","1","0","0","1","0","0","0","0","2021-03-21","27166.8462","59501.13","3131","86.75","3841.13","158"
"478654277","MLB   ","MÁQUINAS TREVISANI","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","44665.0425","58096.73","560","246.52","3207.85","27"
"20908304","MLA   ","TC-TIENDAS-AR","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","959357.4692","869866.12","16712","1460.55","32876.43","495"
"165407409","MLB   ","TERMOLAROFICIAL","1","0","1","0","0","0","1","0","1","0","0","1","1","0","0","0","0","2021-03-02","486.0267","630.16","42","0.00","483.20","18"
"296612703","MLM   ","IMPERO JEWELRY","1","1","1","0","1","0","1","1","0","1","0","0","1","0","0","0","0","2021-03-21","34234.4536","60856.73","3188","318.30","3100.71","137"
"202114639","MLM   ","BOTONYAGUJETA","1","1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-22","65137.0195","94132.21","3158","497.67","8138.53","250"
"184363217","MLB   ","TERROA","1","1","1","0","1","1","0","1","0","0","1","0","1","0","0","0","0","2021-03-21","107831.9269","140480.95","1142","879.75","28710.64","126"
"112806049","MLB   ","TK INSTRUMENTOS.MUSICAIS","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","2021-03-21","106919.8591","141579.54","11068","339.39","6230.54","394"
